GEOID10,GEOID20,WEIGHT,PAREA
40133200024016,40133200024018,1,1
40133200024017,40133200024012,1,1
40133200024018,40133200024007,1,1
40133200024019,40133200024003,1,1
40133200024020,40133200024011,1,1
40133200024021,40133200024017,1,1
40133200024022,40133200024016,1,1
40133200024023,40133200024010,1,1
40133200024024,40133200024001,1,1
40133200024025,40133200071002,1,1
40133200071000,40133200071000,1,1
40133200071001,40133200071003,1,1
40133200071002,40133200071001,1,1
40133200071003,40133200071002,1,1
40133200071004,40133200071006,1,1
40133200071005,40133200071007,1,1
40133200071006,40133200071008,1,1
40133200071007,40133200071009,1,1
40133200071008,40133200071011,1,1
40133200071009,40133200071012,1,1
40133200071010,40133200071013,1,1
40133200071011,40133200071010,1,1
40133200071012,40133200071014,1,1
40133200071013,40133200071016,1,1
40133200071014,40133200071015,1,1
40133200071015,40133200071017,1,1
40133200071016,40133200071018,1,1
40133200071017,40133200071005,1,1
40133200072000,40133200072000,1,1
40133200072001,40133200072006,1,1
40133200072002,40133200072001,0.446629414,0.299167911
40133200072002,40133200072007,0.553370586,0.700832089
40133200072003,40133200072004,1,1
40133200072004,40133200072000,1,1
40133200072005,40133200072004,1,1
40133200072006,40133200072001,1,1
40133200072007,40133200072003,1,1
40133200072008,40133200072002,1,1
40133200072009,40133200072001,1,1
40133200072010,40133200072005,1,1
40133200072011,40133200072008,1,1
40133200072012,40133200072009,1,1
40133200072013,40133200072010,1,1
40133200072014,40133200072011,1,1
40133200072015,40133200072004,1,1
40133200073000,40133200073000,1,1
40133200073001,40133200073000,1,1
40133200073002,40133200073000,1,1
40133200073003,40133200073000,1,1
40133200073004,40133200073001,1,1
40133200073005,40133200073000,1,1
40133200073006,40133200073002,1,1
40133200073007,40133200073001,1,1
40133200073008,40133200073002,1,1
40133200073009,40133200073002,1,1
40133200073010,40133200073002,1,1
40133200073011,40133200073005,1,1
40133200073012,40133200073003,1,1
40133200073013,40133200073004,1,1
40133200074000,40133200074000,1,1
40133200074001,40133200074001,1,1
40133200074002,40133200074002,1,1
40133200074003,40133200074003,1,1
40133200074004,40133200074004,1,1
40133200074005,40133200074005,1,1
40133200074006,40133200074004,1,1
40133200074007,40133200074006,1,1
40133200074008,40133200074007,1,1
40133200074009,40133200074022,1,1
40133200074010,40133200074021,1,1
40133200074011,40133200074013,1,1
40133200074012,40133200074014,1,1
40133200074013,40133200074015,1,1
40133200074014,40133200074012,1,1
40133200074015,40133200074023,1,1
40133200074016,40133200074020,1,1
40133200074017,40133200074016,1,1
40133200074018,40133200074011,1,1
40133200074019,40133200074010,1,1
40133200074020,40133200074009,1,1
40133200074021,40133200074008,1,1
40133200074022,40133200074004,1,1
40133200074023,40133200074024,1,1
40133200074024,40133200074019,1,1
40133200074025,40133200074018,1,1
40133200074026,40133200074017,1,1
40133200074027,40133200074025,1,1
40133201001000,40133201001000,0.821961208,0.766182137
40133201001000,40133201001044,0.178038792,0.233817863
40133201001001,40133201001043,1,1
40133201001002,40133201001002,1,1
40133201001003,40133201001001,1,1
40133201001004,40133201001003,1,1
40133201001005,40133201001004,0,0.918081166
40133201001005,40133201001037,1,0.081918834
40133201001006,40133201001039,1,1
40133201001007,40133201001038,1,1
40133201001008,40133201001040,1,1
40133201001009,40133201001041,1,1
40133201001010,40133201001042,1,1
40133201001011,40133201001037,1,1
40133201001012,40133201001036,1,1
40133201001013,40133201001038,1,1
40133201001014,40133201001035,0,0.796690319
40133201001014,40133201001037,1,0.203309681
40133201001015,40133201001034,1,1
40133201001016,40133201001033,1,1
40133201001017,40133201001033,1,1
40133201001018,40133201001032,1,1
40133201001019,40133201001013,1,1
40133201001020,40133201001014,1,1
40133201001021,40133201001007,1,1
40133201001022,40133201001009,0.670321203,0.670321203
40133201001022,40133201001010,0.329004607,0.329004607
40133201001022,40133201001018,0.00067419,0.00067419
40133201001023,40133201001010,0.707231041,0.707231041
40133201001023,40133201001018,0.292768959,0.292768959
40133201001024,40133201001010,0.006090204,0.006090204
40133201001024,40133201001018,0.993909796,0.993909796
40133201001025,40133201001011,1,1
40133201001026,40133201001009,0.358662035,0.358662035
40133201001026,40133201001010,0.641337965,0.641337965
40133201001027,40133201001007,1,1
40133201001028,40133201001007,1,1
40133201001029,40133201001007,0.865666524,0.865666524
40133201001029,40133201001008,0.134333476,0.134333476
40133201001030,40133201001007,1,1
40133201001031,40133201001007,1,1
40133201001032,40133201001031,1,1
40133201001033,40133201001051,1,1
40133201001034,40133201001050,1,1
40133201001035,40133187001000,0.997841662,0.997841662
40133201001035,40133187001001,0.002158338,0.002158338
40133201001036,40133187001000,0.029478458,0.029478458
40133201001036,40133187001001,0.970521542,0.970521542
40133201001037,40133187002000,1,1
40133201001038,40133201001030,1,1
40133201001039,40133201001014,1,1
40133201001040,40133201001014,0.102773323,0.102773323
40133201001040,40133201001015,0.897226677,0.897226677
40133201001041,40133201001024,1,1
40133201001042,40133201001017,1,1
40133201001043,40133201001019,1,1
40133201001044,40133201001019,1,1
40133201001045,40133201001019,1,1
40133201001046,40133201001011,0.901269597,0.901269597
40133201001046,40133201001012,0.098730403,0.098730403
40133201001047,40133201001012,1,1
40133201001048,40133201001016,1,1
40133201001049,40133201001026,0.308788191,0.308788191
40133201001049,40133201001027,0.691211809,0.691211809
40133201001050,40133201001025,1,1
40133201001051,40133201001025,1,1
40133201001052,40133201001023,1,1
40133201001053,40133201001022,1,1
40133201001054,40133201001020,1,1
40133201001055,40133201001019,1,1
40133201001056,40133201001029,1,1
40133201001057,40133201001028,0.970082106,0.970082106
40133201001057,40133201001029,0.029917895,0.029917895
40133201001058,40133201001047,1,1
40133201001059,40133201001048,1,1
40133201001060,40133188004002,1,1
40133201001061,40133201001047,1,1
40133201001062,40133201001048,1,1
40133201001063,40133197101000,1,1
40133201001064,40133201001028,1,1
40133201001065,40133201001046,0.000946544,0.000946544
40133201001065,40133201001047,0.999053456,0.999053456
40133201001066,40133201001046,1,1
40133201001067,40133201001045,1,1
40133201001068,40133201001022,1,1
40133201001069,40133201001045,0.213967724,0.213967724
40133201001069,40133201001052,0.786032276,0.786032276
40133201001070,40133201001045,1,1
40133201001071,40133201001046,1,1
40133201001072,40133201001023,1,1
40133201001073,40133201001023,1,1
40133201001074,40133201001044,1,1
40133201001075,40133201001047,1,1
40133201001076,40133187002000,0.054290429,0.054290429
40133201001076,40133188004000,0.945709571,0.945709571
40133201001077,40133188004002,1,1
40133201001078,40133201001049,1,1
40133201002000,40133201002000,1,1
40133201002001,40133201002001,1,1
40133201002002,40133201002002,1,1
40133201002003,40133201002003,1,1
40133201002004,40133201002004,1,1
40133201002005,40133201002005,1,1
40133201002006,40133201002006,1,1
40133201002007,40133201002007,1,1
40133201002008,40133201002008,0.426955702,0.219256512
40133201002008,40133201002009,0.573044298,0.780743488
40133201002009,40133201002010,1,1
40134201041000,40134201042000,0.86899463,0.760428136
40134201041000,40134201042002,0.046237189,0.008068802
40134201041000,40134201042008,0.08476818,0.008878114
40134201041000,40134201042013,0,0.080484823
40134201041000,40134201043000,0,0.142140126
40134201041001,40134201042007,1,1
40134201041002,40134201042003,1,1
40134201041003,40134201042004,1,1
40134201041004,40134201042006,1,1
40134201041005,40134201042010,1,1
40134201041006,40134201042005,1,1
40134201041007,40134201042011,1,1
40134201041008,40134201042012,1,1
40134201041009,40134201042001,1,1
40134201041010,40134201042009,1,1
40134201041011,40134201042000,1,0.017261599
40134201041011,40134201042013,0,0.123763102
40134201041011,40134201043000,0,0.858975299
40134201041012,40134201043000,1,1
40134201041013,40134201043000,1,1
40134201041014,40134201041000,0.005765535,0.005765535
40134201041014,40134201043001,0.994234465,0.994234465
40134201041015,40134201043001,1,1
40134201041016,40134201043000,1,1
40134201041017,40134201042000,1,0.184027363
40134201041017,40134201042013,0,0.086095879
40134201041017,40134201043000,0,0.729876758
40134201041018,40134201043000,1,1
40134201041019,40134201043000,1,1
40134201041020,40134201043001,1,1
40134201041021,40134201043002,1,1
40134201041022,40134201043002,1,1
40134201041023,40134201043023,1,1
40134201041024,40134201043016,1,1
40134201041025,40134201043017,1,1
40134201041026,40134201043009,1,1
40134201041027,40134201043021,1,1
40134201041028,40134201043010,1,1
40134201041029,40134201043002,1,1
40134201041030,40134201043012,1,1
40134201041031,40134201042017,0,0
40134201041031,40134201042018,0,0
40134201041031,40134201042023,1,1
40134201041031,40134201043024,0,0
40134201041032,40134201042015,1,1
40134201041033,40134201042014,0.645421541,0.645421541
40134201041033,40134201043025,0.354578459,0.354578459
40134201041034,40134201042000,0.017331849,0.007106065
40134201041034,40134201042014,0,0.027625355
40134201041034,40134201042015,0.982668151,0.962929675
40134201041034,40134201043025,0,0.002338905
40134201041035,40134201042016,1,1
40134201041036,40134201043019,1,1
40134201041037,40134201043019,1,1
40134201041038,40134201043034,1,1
40134201041039,40134201043035,1,1
40134201041040,40134201043033,1,1
40134201041041,40134201043007,1,1
40134201041042,40134201043003,1,1
40134201041043,40134201043018,1,1
40134201041044,40134201043005,1,1
40134201041045,40134201043004,1,1
40134201041046,40134201043004,1,1
40134201041047,40134201043022,1,1
40134201041048,40134201043008,1,1
40134201041049,40134201043014,1,1
40134201041050,40134201043014,1,1
40134201041051,40134201043029,1,1
40134201041052,40134201043041,1,1
40134201041053,40134201043049,1,1
40134201041054,40134201043043,1,1
40134201041055,40134201043050,1,1
40134201041056,40134201043045,1,1
40134201041057,40134201043044,1,1
40134201041058,40134201043042,1,1
40134201041059,40134201043030,1,1
40134201041060,40134201043047,1,1
40134201041061,40134201043046,1,1
40134201041062,40134201042021,0,0.0356366
40134201041062,40134201042022,0.00539717,0.188622905
40134201041062,40134201043026,0.99460283,0.775740495
40134201041063,40134201043026,1,1
40134201041064,40134201043027,1,1
40134201041065,40134201043028,1,1
40134201041066,40134201042019,0,0.095987911
40134201041066,40134201042021,0,0.006685725
40134201041066,40134201042022,0.399349455,0.473973427
40134201041066,40134201042023,0,0.175974565
40134201041066,40134201043026,0.600650545,0.015909671
40134201041066,40134201043048,0,0.231468701
40134201041067,40134201043053,1,1
40134201041068,40134201043052,1,1
40134201041069,40134201043031,1,1
40134201041070,40134201043032,1,1
40134201041071,40134201043030,1,1
40134201041072,40134201043014,1,1
40134201041073,40134201043051,1,1
40134201041074,40134201043049,1,1
40134201041075,40134201043050,1,1
40134201041076,40134201043041,1,1
40134201041077,40134201043042,1,1
40134201041078,40134201043043,1,1
40134201041079,40134201043044,1,1
40134201041080,40134201043045,1,1
40134201041081,40134201043046,1,1
40134201041082,40134201043047,1,1
40134201041083,40134201043037,1,1
40134201041084,40134201043036,1,1
40134201041085,40134201043040,1,1
40134201041086,40134201043039,1,1
40134201041087,40134201043038,1,1
40134201041088,40134201043006,1,1
40134201041089,40134201043006,1,1
40134201041090,40134201043020,1,1
40134201041091,40134201043020,1,1
40134201041092,40134201043011,1,1
40134201041093,40134201043011,1,1
40134201041094,40134201043015,1,1
40134201041095,40134201043013,1,1
40134201041096,40134201043015,1,1
40134201041097,40134201043013,1,1
40134201041098,40134201042020,1,1
40134201041099,40134201043028,1,1
40134201042000,40134201041000,0.053982447,0.053982447
40134201042000,40134201041001,0.946017553,0.946017553
40134201042001,40134201041002,1,1
40134201042002,40134201041000,0.965108396,0.772053024
40134201042002,40134201041002,0.034891604,0.227946976
40134201042003,40134201041007,1,1
40134201042004,40134201041007,1,1
40134201042005,40134201041007,1,1
40134201042006,40134201041007,1,1
40134201042007,40134201041007,1,1
40134201042008,40134201041007,1,1
40134201042009,40134201041007,1,1
40134201042010,40134201041007,1,1
40134201042011,40134201041008,1,1
40134201042012,40134201041010,1,1
40134201042013,40134201041008,1,1
40134201042014,40134201041008,1,1
40134201042015,40134201041008,1,1
40134201042016,40134201041008,1,1
40134201042017,40134201041008,1,1
40134201042018,40134201041008,1,1
40134201042019,40134201041008,1,1
40134201042020,40134201041008,1,1
40134201042021,40134201041008,1,1
40134201042022,40134201041010,1,1
40134201042023,40134201041010,1,1
40134201042024,40134201041040,1,1
40134201042025,40134201041039,1,1
40134201042026,40134201041039,1,1
40134201042027,40134201041032,1,1
40134201042028,40134201041034,1,1
40134201042029,40134201041031,1,1
40134201042030,40134201041033,1,1
40134201042031,40134201041007,1,1
40134201042032,40134201041011,1,1
40134201042033,40134201041012,1,1
40134201042034,40134201041013,1,1
40134201042035,40134201041014,1,1
40134201042036,40134201041015,1,1
40134201042037,40134201041002,0.325129763,0.736603329
40134201042037,40134201041003,0.258158193,0.061903755
40134201042037,40134201041016,0.416712044,0.201492915
40134201042038,40134201041020,1,1
40134201042039,40134201041019,1,1
40134201042040,40134201041004,1,1
40134201042041,40134201041018,1,1
40134201042042,40134201041021,1,1
40134201042043,40134201041002,1,1
40134201042044,40134201041017,1,1
40134201042045,40134201041005,1,1
40134201042046,40134201041006,1,1
40134201042047,40134201041022,1,1
40134201042048,40134201041043,1,1
40134201042049,40134201041029,1,1
40134201042050,40134201041030,1,1
40134201042051,40134201041026,1,1
40134201042052,40134201041025,1,1
40134201042053,40134201041024,1,1
40134201042054,40134201041038,1,1
40134201042055,40134201041036,1,1
40134201042056,40134201041037,1,1
40134201042057,40134201041023,1,1
40134201042058,40134201041035,1,1
40134201042059,40134201041010,1,1
40134201042060,40134201041010,1,1
40134201042061,40134201041042,1,1
40134201042062,40134201041041,1,1
40134201042063,40134201041027,1,1
40134201042064,40134201041028,1,1
40134201042065,40134201041009,1,1
40134201042066,40134201041009,1,1
40134201042067,40134201041008,1,1
40134201051000,40134201051001,1,1
40134201051001,40134201051002,1,1
40134201051002,40134201051008,1,1
40134201051003,40134201051003,1,1
40134201051004,40134201051005,1,1
40134201051005,40134201051001,1,1
40134201051006,40134201051004,1,1
40134201051007,40134201051003,1,1
40134201051008,40134201051006,1,1
40134201051009,40134201051007,1,1
40134201051010,40134201051009,1,1
40134201051011,40134201051010,1,1
40134201051012,40134201051011,1,1
40134201051013,40134201051012,1,1
40134201051014,40134201051013,1,1
40134201051015,40134201051014,1,1
40134201051016,40134201051004,1,1
40134201051017,40134201051015,1,1
40134201051018,40134201051016,1,1
40134201051019,40134201051017,1,1
40134201051020,40134201051002,1,1
40134201051021,40134201051001,1,1
40134201051022,40134201051001,1,1
40134201051023,40134201051001,1,1
40134201051024,40134201051002,1,1
40134201052000,40134201054000,0.387814248,0.720258732
40134201052000,40134201054003,0.106033657,0.05059634
40134201052000,40134201054009,0.145637662,0.035982362
40134201052000,40134201054010,0.360514433,0.090455193
40134201052000,40134201054015,0,0.102707373
40134201052001,40134201054008,1,1
40134201052002,40134201051000,0,0.107033038
40134201052002,40134201054000,0.894525008,0.838115383
40134201052002,40134201054004,0.028453232,0.006681606
40134201052002,40134201054009,0.037390471,0.004660403
40134201052002,40134201054011,0.039631288,0.008156417
40134201052002,40134201054016,0,0.035353153
40134201052003,40134201053011,1,1
40134201052004,40134201051000,1,1
40134201052005,40134201054007,1,1
40134201052006,40134201054012,1,1
40134201052007,40134201054013,1,1
40134201052008,40134201054006,1,1
40134201052009,40134201054001,0.53125,0.712934567
40134201052009,40134201054021,0.46875,0.287065433
40134201052010,40134201054014,1,1
40134201052011,40134201054008,0.387935785,0.633997016
40134201052011,40134201054017,0.28963753,0.179349406
40134201052011,40134201054020,0.322426685,0.186653578
40134201052012,40134201054005,1,1
40134201052013,40134201051000,1,1
40134201052014,40134201053010,1,1
40134201052015,40134201054005,1,1
40134201052016,40134201054002,1,1
40134201052017,40134201051000,1,1
40134201052018,40134201051000,1,1
40134201052018,40134201051001,0,0
40134201052019,40134201051001,1,1
40134201052020,40134201051001,1,1
40134201052021,40134201053000,1,1
40134201052022,40134201053003,1,1
40134201052023,40134201053005,1,1
40134201052024,40134201053006,1,1
40134201052025,40134201053009,1,1
40134201052026,40134201053004,1,1
40134201052027,40134201053002,1,1
40134201052028,40134201053007,1,1
40134201052029,40134201053003,0.155239094,0.16342718
40134201052029,40134201053008,0.844760906,0.83657282
40134201052030,40134201053012,1,1
40134201052031,40134201053013,1,1
40134201052032,40134201053014,1,1
40134201052033,40134201053015,1,1
40134201052034,40134201053001,1,1
40134201052035,40134201054019,1,1
40134201052036,40134201054008,1,1
40134201052037,40134201054018,1,1
40134201052038,40134201054008,1,1
40134201052039,40134201053016,1,1
40134201053000,40134201052000,1,1
40134201053001,40134201052001,1,1
40134201053002,40134201052003,1,1
40134201053003,40134201052001,1,1
40134201053004,40134201052004,1,1
40134201053005,40134201052009,1,1
40134201053006,40134201052005,1,1
40134201053007,40134201052006,1,1
40134201053008,40134201052008,1,1
40134201053009,40134201052007,1,1
40134201053010,40134201052010,1,1
40134201053011,40134201052011,1,1
40134201053012,40134201052012,1,1
40134201053013,40134201052002,1,1
40134201053014,40134201052015,1,1
40134201053015,40134201052016,1,1
40134201053016,40134201052017,1,1
40134201053017,40134201052013,1,1
40134201053018,40134201052014,1,1
40134201053019,40134201052020,1,1
40134201053020,40134201052018,1,1
40134201053021,40134201052019,1,1
40134201053022,40134201052015,1,1
40134201053023,40134201052015,1,1
40134201071000,40134201071000,1,1
40134201071001,40134201071001,1,1
40134201071002,40134201071002,1,1
40134201071003,40134201071009,1,1
40134201071004,40134201071008,1,1
40134201071005,40134201071006,1,1
40134201071006,40134201071010,1,1
40134201071007,40134201071005,1,1
40134201071008,40134201071003,1,1
40134201071009,40134201071004,0.487179487,0.616115336
40134201071009,40134201071007,0.512820513,0.383884664
40134201071010,40134201071011,1,1
40134201071011,40134201071012,1,1
40134201071012,40134201071013,0.313213783,0.732782947
40134201071012,40134201071015,0,0.025443614
40134201071012,40134201071016,0.087095742,0.013835926
40134201071012,40134201071017,0.059878323,0.010042963
40134201071012,40134201071018,0.062600065,0.019191072
40134201071012,40134201071019,0.057156581,0.007930395
40134201071012,40134201071027,0.019959441,0.027361704
40134201071012,40134201071028,0.048084108,0.009945088
40134201071012,40134201071029,0.066229054,0.011103061
40134201071012,40134201071030,0.285782904,0.092927598
40134201071012,40134202111023,0,0.049435631
40134201071013,40134201071014,1,1
40134201071014,40134201071020,1,1
40134201071015,40134201071013,1,1
40134201071016,40134201071021,0,0
40134201071016,40134201071024,0,0
40134201071016,40134202111022,1,1
40134201071017,40134202111022,1,1
40134201071018,40134201071022,1,1
40134201071019,40134201071022,0.482701529,0.482701529
40134201071019,40134201071023,0.019551806,0.019551806
40134201071019,40134202111021,0.497746665,0.497746665
40134201071020,40134202111022,1,1
40134201071021,40134201071013,1,0.360906322
40134201071021,40134201071015,0,0.067632575
40134201071021,40134202111023,0,0.571461103
40134201071022,40134201071026,1,1
40134201071023,40134201071025,1,1
40134201071024,40134201071002,1,1
40134201071025,40134201071002,1,1
40134201071026,40134201071031,1,1
40134201071027,40134201071032,1,1
40134201072000,40134201072000,1,1
40134201072001,40134201072000,1,1
40134201072002,40134201072001,1,1
40134201072003,40134201072003,1,1
40134201072004,40134201072011,1,1
40134201072005,40134201072000,1,1
40134201072006,40134201072004,1,1
40134201072007,40134201072005,1,1
40134201072008,40134201072006,1,1
40134201072009,40134201072006,1,1
40134201072010,40134201072005,1,1
40134201072011,40134201072005,1,1
40134201072012,40134201072014,1,1
40134201072013,40134201072015,1,1
40134201072014,40134201072004,1,1
40134201072015,40134201072002,1,1
40134201072016,40134201072007,0.990987032,0.987155531
40134201072016,40134201081031,0.009012968,0.012844469
40134201072017,40134201072008,1,1
40134201072018,40134201072007,1,1
40134201072019,40134201072007,1,1
40134201072020,40134201072009,1,1
40134201072021,40134201072007,1,1
40134201072022,40134201072010,1,1
40134201072023,40134201081030,1,1
40134201072024,40134201072007,1,1
40134201072025,40134201072011,1,1
40134201072026,40134201072012,1,1
40134201072027,40134201072013,1,1
40134201073000,40134201073000,0.548559232,0.455330925
40134201073000,40134201073004,0.451440768,0.544669075
40134201073001,40134201073008,1,1
40134201073002,40134201073003,1,1
40134201073003,40134201073007,1,1
40134201073004,40134201073002,1,1
40134201073005,40134201073005,1,1
40134201073006,40134201073006,1,1
40134201073007,40134201073001,1,1
40134201073008,40134201073010,1,1
40134201073009,40134201073013,1,1
40134201073010,40134201073012,1,1
40134201073011,40134201073009,1,1
40134201073012,40134201073011,1,1
40134201073013,40134201073014,1,1
40134201073014,40134201073015,1,1
40134201073015,40134201073016,1,1
40134201081000,40134201081000,1,1
40134201081001,40134201081001,1,1
40134201081002,40134201081002,1,1
40134201081003,40134201081003,1,1
40134201081004,40134201081004,1,1
40134201081005,40134201081005,1,1
40134201081006,40134201081005,1,1
40134201081007,40134201081002,0.057252231,0.102599814
40134201081007,40134201081016,0.942747769,0.897400186
40134201081008,40134201081004,1,1
40134201081009,40134201081004,1,1
40134201081010,40134201081041,1,1
40134201081011,40134201081006,0.872166774,0.928113982
40134201081011,40134201081015,0.127833226,0.071886018
40134201081012,40134201081004,1,1
40134201081013,40134201081013,1,1
40134201081014,40134201081014,1,1
40134201081015,40134201081011,1,1
40134201081016,40134201081008,1,1
40134201081017,40134201081006,1,1
40134201081018,40134201081007,1,1
40134201081019,40134201081012,1,1
40134201081020,40134201081010,1,1
40134201081021,40134201081017,1,1
40134201081022,40134201081018,1,1
40134201081023,40134201072007,1,1
40134201081024,40134201072007,1,1
40134201081025,40134201072007,1,1
40134201081026,40134201072007,1,1
40134201081027,40134201081022,1,1
40134201081028,40134201072007,1,1
40134201081029,40134201081019,0.603174603,0.495258678
40134201081029,40134201081020,0.396825397,0.504741322
40134201081030,40134201081021,1,1
40134201081031,40134201081040,0.983707879,0.978868846
40134201081031,40134201081041,0.016292121,0.021131154
40134201081032,40134201081041,1,1
40134201081033,40134201081041,1,0.380249192
40134201081033,40134201081042,0,0.619750808
40134201081034,40134201081035,1,1
40134201081035,40134201081036,1,1
40134201081036,40134201081037,1,1
40134201081037,40134201081027,0.858823529,0.87754356
40134201081037,40134201081028,0.141176471,0.12245644
40134201081038,40134201081029,1,1
40134201081039,40134201081041,1,0.921750663
40134201081039,40134201081042,0,0.078249337
40134201081040,40134201081004,1,1
40134201081041,40134201081041,1,0.028929605
40134201081041,40134201081042,0,0.971070395
40134201081042,40134201081042,1,1
40134201081043,40134201081041,1,1
40134201081044,40134201081023,1,1
40134201081045,40134201081024,1,1
40134201081046,40134201081025,1,1
40134201081047,40134201081026,1,1
40134201081048,40134201081033,1,1
40134201081049,40134201081030,1,1
40134201081050,40134201081031,1,1
40134201081051,40134201081032,1,1
40134201081052,40134201081031,1,1
40134201081053,40134201081030,1,1
40134201081054,40134201081034,1,1
40134201081055,40134201081039,1,1
40134201081056,40134201081038,0.934865452,0.960129535
40134201081056,40134201081039,0.065134548,0.039870465
40134201081057,40134201081009,1,1
40134201091000,40134201093000,1,1
40134201091001,40134201093001,1,1
40134201091002,40134201093002,1,1
40134201091003,40134201093002,1,1
40134201091004,40134201093003,0.948199091,0.993636308
40134201091004,40134201093004,0.051800909,0.006363692
40134201091005,40134201093004,1,1
40134201091006,40134201092000,0,0.168450293
40134201091006,40134201093015,1,0.763246091
40134201091006,40134201093028,0,0.068303615
40134201091007,40134201093016,1,1
40134201091008,40134201093025,1,1
40134201091009,40134201093024,1,1
40134201091010,40134201093019,1,1
40134201091011,40134201093014,1,1
40134201091012,40134201093020,1,1
40134201091013,40134201093040,1,1
40134201091014,40134201093026,1,1
40134201091015,40134201093015,0.073018569,0.048572425
40134201091015,40134201093023,0.926981431,0.951427575
40134201091016,40134201093021,1,1
40134201091017,40134201093022,1,1
40134201091018,40134201093017,1,1
40134201091019,40134201092000,1,1
40134201091020,40134201092000,1,1
40134201091021,40134201092001,1,1
40134201091022,40134201092003,1,1
40134201091023,40134201092005,1,1
40134201091024,40134201092000,1,1
40134201091025,40134201092001,1,1
40134201091026,40134201092001,1,1
40134201091027,40134201092003,1,1
40134201091028,40134201092003,1,1
40134201091029,40134201092007,1,1
40134201091030,40134201092006,1,1
40134201091031,40134201092004,1,1
40134201091032,40134201092000,0,0.235781885
40134201091032,40134201093015,1,0.681342379
40134201091032,40134201093028,0,0.082875736
40134201091033,40134201093015,1,1
40134201091034,40134201093015,0.093862028,0.062911221
40134201091034,40134201093023,0.906137972,0.937088779
40134201091035,40134201093038,1,1
40134201091036,40134201093012,1,1
40134201091037,40134201093013,1,1
40134201091038,40134201093005,0.026977646,0.007231946
40134201091038,40134201093006,0.973022354,0.992768054
40134201091039,40134201093005,1,1
40134201091040,40134201093007,0.983836935,0.995266696
40134201091040,40134201093008,0.016163065,0.004733304
40134201091041,40134201093008,1,1
40134201091042,40134201093009,1,1
40134201091043,40134201093010,1,1
40134201091044,40134201093011,1,1
40134201091045,40134201093037,1,1
40134201091046,40134201093036,1,1
40134201091047,40134201093029,1,1
40134201091048,40134201093030,1,1
40134201091049,40134201093031,1,1
40134201091050,40134201093032,1,1
40134201091051,40134201093033,1,1
40134201091052,40134201093034,1,1
40134201091053,40134201093035,1,1
40134201091054,40134201092002,1,1
40134201091055,40134201092009,1,1
40134201091056,40134201092008,1,1
40134201091057,40134201093015,1,1
40134201091058,40134201093018,1,1
40134201091059,40134201093018,1,1
40134201091060,40134201093018,1,1
40134201091061,40134201093039,1,1
40134201091062,40134201093027,1,1
40134201091063,40134201092010,1,1
40134201091064,40134201092000,1,1
40134201092000,40134201091000,1,1
40134201092001,40134201091002,1,1
40134201092002,40134201091009,0.083747047,0.018592809
40134201092002,40134201091019,0.916252953,0.981407191
40134201092003,40134201091019,1,1
40134201092004,40134201091019,1,1
40134201092005,40134201091009,1,1
40134201092006,40134201091000,1,1
40134201092007,40134201091001,1,1
40134201092008,40134201091002,0.947948437,0.946935107
40134201092008,40134201091007,0.014225701,0.012198053
40134201092008,40134201091008,0.037825861,0.04086684
40134201092009,40134201091007,0.988959064,0.986128403
40134201092009,40134201091008,0.011040936,0.013871597
40134201092010,40134201091002,0.054355915,0.042002277
40134201092010,40134201091005,0.945644085,0.957997723
40134201092011,40134201091009,0.456745878,0.573878229
40134201092011,40134201091011,0.016808377,0.008149574
40134201092011,40134201091012,0.057380323,0.035372755
40134201092011,40134201091013,0.02260437,0.006460568
40134201092011,40134201091014,0.01506958,0.007687428
40134201092011,40134201091016,0.033037156,0.014757081
40134201092011,40134201091017,0.015649179,0.006483478
40134201092011,40134201091018,0.049845533,0.030153267
40134201092011,40134201091033,0.203608977,0.259418106
40134201092011,40134201091034,0.017967576,0.00501409
40134201092011,40134201091035,0.033037156,0.01492061
40134201092011,40134201091037,0.023763568,0.010841083
40134201092011,40134201091039,0.054482327,0.022999084
40134201092011,40134201091040,0,0.003864649
40134201092012,40134201091010,1,1
40134201092013,40134201091038,1,1
40134201092014,40134201091015,1,1
40134201092015,40134201091003,1,1
40134201092016,40134201091033,1,1
40134201092017,40134201091036,1,1
40134201092018,40134201091004,1,1
40134201092019,40134201091006,1,1
40134201092020,40134201091032,1,1
40134201092021,40134201091020,1,1
40134201092022,40134201091022,1,1
40134201092023,40134201091021,1,1
40134201092024,40134201091023,1,1
40134201092025,40134201091025,1,1
40134201092026,40134201091024,1,1
40134201092027,40134201091026,1,1
40134201092028,40134201091042,1,1
40134201092029,40134201091041,1,1
40134201092030,40134201091027,1,1
40134201092031,40134201091028,0.449781659,0.678872609
40134201092031,40134201091029,0.375545852,0.181496477
40134201092031,40134201091031,0.174672489,0.139630914
40134201092032,40134201091030,0.659090909,0.747224552
40134201092032,40134201091043,0.340909091,0.252775448
40134201092033,40134201091019,1,1
40134201092034,40134201091019,1,1
40134201101000,40134201101000,1,1
40134201101001,40134201101001,0.755284053,0.996337714
40134201101001,40134201101004,0.244715947,0.003529343
40134201101001,40134201101017,0,0.000132944
40134201101002,40134201101015,1,1
40134201101003,40134201101005,1,1
40134201101004,40134201101010,1,1
40134201101005,40134201101006,0,0.372956138
40134201101005,40134201101014,0,0.372177524
40134201101005,40134201101022,1,0.254866338
40134201101006,40134201101003,0,0.60513689
